tweet_filter,arabizi
"bicakci_iq2 : """" . . . . . ?""""",0
l3ama esme fareed sar?,1
omg ang kwento ng bubble gum at rubber band,0
europe steps up security in airports and at borders following blasts in brussels,0
al arabiya: attacks' death toll reaches 20 in metro blast 13 in airport,0
kol khara,1
eza 3m tdawre 3a cartoon bi2argel then ma fi ella soura la captain majed mrakbina,1
ma fi ahla mn l green eyes?,1
always there?,0
shu asdak ?,1
qatar says iran invited to talks on oil output freeze,0
i knew it,0
today's at hallab 1881,0
ktir bterkab ma3e,1
belgium's prime minister charles michel urges people to stay where they are in wake of blasts,0
media: border between france and belgium has been closed,0
getting on lebanese time thankful for the 10lbs of we brought from miami. in,0
love your ad lets share powers and be democratic and value humanity/.. i wish it would come true,0
will try to finish it before the film.,0
i'm at riad nassar library - @lebamuniv in lau beirut,0
i'm at lau business building - @lebamuniv in qoreitem beirut,0
i had high hopes until recently. i'm on the safe side.,0
i'm at lebanese american university (lau) - @lebamuniv in beirut,0
i'm at koraytem,0
okkay thankyou,0
check the brussels hashtag,0
.. good morning,0
still trying to figure out where that 300k nbr came from.,0
guys i just woke up. what happened in brussels?,0
i understand you but as an individual of a society you have collective responsibility.,0
wis232,0
should boycott &amp; till they stop wars all over the world &amp; their,0
: shuts down borders with after : al-arabiya tv correspondent,0
# lebanon # cedars the only permitted enhanced addiction is limited to art beauty culture &amp; education ( lebanese abc &amp; e ) let live love,0
getting excited! 2 days to,0
yo mate you should stop tweeting,0
. correspondent in says 20 people have been killed in metro blast attacks,0
when dust settles keep an eye out for info on: how quickly terrorists put together brussels attack how long in city source of explosives,0
reading it as we speak.,0
i won't argue with that (i don't think i have enough superman knowledge) but it can be redeemed. i'm hopeful for batman.,0
"pedro_blanco1 : """"what about my new advertising hair @salonpedroblanco makeup .fares""""",0
"rsquareplanners : """" """"",0
"ranaberjas : """"the super hereos vs. 3 disturbed humans @virginradiolebanon""""",0
eliasjammal :,0
france 24: french president hollande holding emergency defense council with security chiefs at palace after attacks,0
hlof kholso re-supply sunday,1
mancini to replace wenger at arsenal ?,0
the middle east airlines announced the cancellation of brussels inbound and outbound flights,0
brussels i know your quiet charms. today is a knife to the belly of the coexistence you represent.,0
just a reminder to exercise caution in the region. if you check twitter accounts re is you lots of indonesians,0
" next time i get into a car i'll feel more alive than ever """" alonso",0
ah didnt know he has a speech,0
name this song. i'll give you a thebrainstudio produced the remake of this,0
lool u ?,0
thanks to syriairaq the number of people with same capability/intent been growing in se asia events like this can prompt/ inspire,0
happiesst best wishess?,0
so what? they are as populations collectively guilty in some way.,0
of is that the majority cant independently think&amp;analyze they parrot their criminal of whom they think he's a genius,0
bas wle haj tne2,0
the worse misery of the is that they live in they play always the victim &amp; are never responsible for anything at all.,0
un scandale de plus au via,0
bi khsous el 2was ?,1
i'm at un-escwa in lebanon beirut,0
i love my best friend more than life itself and that's a fact,0
dont you guys want to know what charbel looks like? soon soon. stay tuned with charbel,0
judging and selecting the projects day happening now #mount#lebanon#competition#undp,0
ur big head.,0
trump selects lebanese national as foreign policy adviser,0
bloomberg: us embassy urges citizens to shelter and to avoid public transport after blasts,0
current weather in beirut: partly cloudy 19 c 56% humidity wind 13km/h visibility 10km pressure 1015mb steady,0
it was so nice meeting your mother's yesterday y'all. can't wait to meet your daddies.,0
ofc its abdelsalam gang he reported to belgium police more attacks to come,0
: @juanmata8 struck a stunning acrobatic volley at anfield one year ago!,0
i still don't understand what u r trying to prove.,0
they are from migrant background why are you denying,0
toy hacking post,0
"merkel is imposing the """"take refugees:policy on all eu",0
no its not dangerous abdelsalam was in syria fighting iwth he returned with refugees!,0
please read i dont need toprove what i said i read those info monts ago its all over the net research it,0
and how is germany responsible for what happened in belgium again? i don't the link.,0
easter at is very special more at :,0
thats ot accurate info they are all from refugees/migrant families,0
more than a thousand refugees disappeared without a trace. wen el 300k?,0
quel est ce monde,0
well ur not uptodate :(( yes 300 k refugees lost inside germany and germans got no idea were they are!,0
here's a small glimpse of mother's day musical dinner held at yesterday! ?,0
300k r lost? where did that nbr come from?,0
for chaotically welcoming all possible people unlike canada trudeau. 300 thousand refugees entered germany but are lost no info,0
no trains running from brussels midi station following explosions in belgium eurostar confirms,0
until january 2017 pa naman pero kailangan natin muna habulin ang 15-20k votes tomiho japanadventure,0
tumblr,0
i'm sure no will apologize to for,0
there are still a lot of structural development potential in e.g olive oil to export says abdalla al dardari unescwa,0
mga siraulo&amp;bunnies pls vote 12 votes palang sya kailangan niya ng 20k votes pra makahabol 1 vote per 24hrs,0
another sneak for my secret project,0
will apologize to the families of those killed in etc?,0
vamos lembar um tombo bem feio podem ficar sem quero ver a nossas @'s cheias de catheus zoando a nossa cara,0
#microcement#hypco#flooring#floorconcrete#greentekpaint#madeinlebanon,0
currently for a project..,0
day.,0
for what?,0
words of arabic heard. lol was there a bit of doubt that such a sick attack is executed by isis like animals?,0
brussels explosions: you never really think it would happen to you via,0
kylie lip kit are amazing i want them,0
when your best friend comes thru and gets you a kylie lip kit,0
pls vote here we need 20k votes para makahabol siya ano kaya?,0
eh si perquesto mi sto chiedendo si la grecia eve lasciare l ue non ci sa mai,0
we're so lucky 3njad,0
my thoughts are with everyone in humanity seems non-existent. stay strong &lt;3,0
bonjovi,0
caling please vote here 12 votes palang siya at we need 20k votes para makahabol,0
la grecia nonha il potere a farla e meta del mare non e possibile contrallare le cose,0
hi 5 salute,0
i also love this song so much,0
non e venuto del mars o dell universo questo nemico.,0
il nemico e nella casa nostra dopo essere arrivato dell oriente,0
hetuka na,0
o per bloccare il passaggio,0
per smettere il passaggio degli immigranti con turchia non sarebbe mai possibile,0
update: brussels zaventem airport and metro explosions 'kill at least 13',0
so will support now more &amp; to fight .,0
thank you habibi its been a i miss you i'll you,1
hi 5,0
love it! @ kasrouane,0
thick as @ raouch . beyrouth,0
will be obliged to leave after ?,0
so 's war is fueled again after new insurgence.,0
sahehle laurena tehlam fiye w b2oul la2,1
you're right you're right i'm sorry ?sahehle,0
here we go again,0
metro being evacuated after suspicious package found,0
happy 57 years old to the great actor matthew modine ?,0
brussels airport: 'all airport operations have been suspended. contact your airline for more info about your flight' following explosions,0
bas wle,0
david cameron says he'll chair a meeting of british government's cobra this morning following blasts,0
because we believe that mothers are special and all the love they give can't be celebrated in,0
cnn: high alert issued at all airports in india following explosions at airport and metro stations,0
happy 75 years old to the big actor the swiss man bruno ganz play the role of hitler with in hight performance ?,0
shuts down trams metros and buses following explosions at airport metro,0
: at least 10 people killed in metro blast: media attacks,0
well said,0
your smile is my addiction ?,0
bs ktir tslayna bl helem like ma tarknachi w ma 3melne,1
eu commission locks down after brussels blasts,0
ente l 3am tkhaybile zane,1
happy 61 years old a great actress lena olin ?,0
i'm at my waterfront in beirut w/ @loulouyassine1,0
happy 40 years old a beauty actress reese witherspoon ?,0
introducing our new gift packaging for online pair it with a personalized message card,0
happy 21 years old a good young actor nick robinson,0
. and discussing crisis and innovation,0
labs gupitan ko bangs mo okay lang,0
happy 28 years old a pretty actress tania raymonde ?,0
@becharaghady listen to that! @ kasrouane,0
refugees will be sent back to and smuggling ppl will not make sense/will stop says euturkeydeal,0
no place is safe ?,0
belgian media: at least 13 dead 35 injured in airport blasts,0
afp: eu staff told to remain indoors or at home after blasts,0
happy 71 years old eric roth producer | writer | actor,0
